pork,pip fruit (60)
pork,pip fruit,other vegetables (37)
pork,pip fruit,whole milk (31)
pork,pastry (62)
pork,pastry,other vegetables (28)
pork,pastry,whole milk (31)
pork,citrus fruit (64)
pork,citrus fruit,root vegetables (25)
pork,citrus fruit,other vegetables (33)
pork,citrus fruit,whole milk (29)
pork,shopping bags (63)
pork,shopping bags,other vegetables (26)
pork,sausage (64)
pork,sausage,other vegetables (29)
pork,sausage,whole milk (33)
pork,bottled water (73)
pork,bottled water,other vegetables (27)
pork,bottled water,whole milk (28)
pork,tropical fruit (84)
pork,tropical fruit,root vegetables (25)
pork,tropical fruit,yogurt (27)
pork,tropical fruit,other vegetables (36)
pork,tropical fruit,whole milk (38)
pork,root vegetables (134)
pork,root vegetables,soda (28)
pork,root vegetables,yogurt (29)
pork,root vegetables,rolls/buns (28)
pork,root vegetables,other vegetables (69)
pork,root vegetables,other vegetables,whole milk (37)
pork,root vegetables,whole milk (67)
pork,soda (117)
pork,soda,other vegetables (38)
pork,soda,whole milk (42)
pork,yogurt (94)
pork,yogurt,other vegetables (46)
pork,yogurt,whole milk (48)
pork,rolls/buns (111)
pork,rolls/buns,other vegetables (55)
pork,rolls/buns,other vegetables,whole milk (32)
pork,rolls/buns,whole milk (61)
pork,other vegetables (213)
pork,other vegetables,whole milk (100)
pork,whole milk (218)
frankfurter (580)
frankfurter,bottled beer (53)
frankfurter,bottled beer,whole milk (27)
frankfurter,brown bread (70)
frankfurter,brown bread,whole milk (27)
frankfurter,margarine (63)
frankfurter,butter (48)
frankfurter,butter,whole milk (27)
frankfurter,newspapers (49)
frankfurter,domestic eggs (69)
frankfurter,domestic eggs,other vegetables (29)
frankfurter,domestic eggs,whole milk (34)
frankfurter,fruit/vegetable juice (52)
frankfurter,fruit/vegetable juice,whole milk (28)
frankfurter,whipped/sour cream (61)
frankfurter,whipped/sour cream,other vegetables (30)
frankfurter,whipped/sour cream,whole milk (30)
frankfurter,pip fruit (71)
frankfurter,pip fruit,yogurt (25)
frankfurter,pip fruit,other vegetables (36)
frankfurter,pip fruit,whole milk (33)
frankfurter,pastry (82)
frankfurter,pastry,soda (25)
frankfurter,pastry,yogurt (27)
frankfurter,pastry,rolls/buns (28)
frankfurter,pastry,other vegetables (29)
frankfurter,pastry,whole milk (39)
frankfurter,citrus fruit (64)
frankfurter,citrus fruit,other vegetables (29)
frankfurter,citrus fruit,whole milk (31)
frankfurter,shopping bags (81)
frankfurter,shopping bags,rolls/buns (31)
frankfurter,shopping bags,whole milk (26)
frankfurter,sausage (99)
frankfurter,sausage,root vegetables (25)
frankfurter,sausage,rolls/buns (38)
frankfurter,sausage,other vegetables (31)
frankfurter,sausage,whole milk (35)
frankfurter,bottled water (72)
frankfurter,bottled water,rolls/buns (30)
frankfurter,bottled water,whole milk (26)
frankfurter,tropical fruit (93)
frankfurter,tropical fruit,root vegetables (27)
frankfurter,tropical fruit,yogurt (29)
frankfurter,tropical fruit,rolls/buns (29)
frankfurter,tropical fruit,other vegetables (39)
frankfurter,tropical fruit,other vegetables,whole milk (25)
frankfurter,tropical fruit,whole milk (51)
frankfurter,root vegetables (100)
frankfurter,root vegetables,yogurt (32)
frankfurter,root vegetables,rolls/buns (34)
frankfurter,root vegetables,other vegetables (39)
frankfurter,root vegetables,whole milk (50)
frankfurter,soda (111)
frankfurter,soda,yogurt (28)
frankfurter,soda,rolls/buns (38)
frankfurter,soda,other vegetables (32)
frankfurter,soda,whole milk (33)
frankfurter,yogurt (110)
frankfurter,yogurt,rolls/buns (41)
frankfurter,yogurt,other vegetables (48)
frankfurter,yogurt,other vegetables,whole milk (28)
frankfurter,yogurt,whole milk (61)
frankfurter,rolls/buns (189)
frankfurter,rolls/buns,other vegetables (55)
frankfurter,rolls/buns,whole milk (59)
frankfurter,other vegetables (162)
frankfurter,other vegetables,whole milk (75)
frankfurter,whole milk (202)
bottled beer (792)
bottled beer,brown bread (51)
bottled beer,brown bread,whole milk (27)
bottled beer,margarine (60)
bottled beer,margarine,other vegetables (27)
bottled beer,margarine,whole milk (30)
bottled beer,butter (57)
bottled beer,butter,whole milk (32)
bottled beer,newspapers (49)
bottled beer,domestic eggs (46)
bottled beer,domestic eggs,other vegetables (26)
bottled beer,domestic eggs,whole milk (29)
bottled beer,fruit/vegetable juice (69)
bottled beer,fruit/vegetable juice,bottled water (25)
bottled beer,fruit/vegetable juice,soda (27)
bottled beer,fruit/vegetable juice,other vegetables (25)
bottled beer,fruit/vegetable juice,whole milk (29)
bottled beer,whipped/sour cream (39)
bottled beer,pip fruit (58)
bottled beer,pastry (45)
bottled beer,citrus fruit (60)
bottled beer,citrus fruit,other vegetables (25)
bottled beer,citrus fruit,whole milk (34)
bottled beer,shopping bags (55)
bottled beer,sausage (77)
bottled beer,sausage,whole milk (28)
bottled beer,bottled water (155)
bottled beer,bottled water,tropical fruit (26)
bottled beer,bottled water,root vegetables (25)
bottled beer,bottled water,soda (50)
bottled beer,bottled water,yogurt (28)
bottled beer,bottled water,rolls/buns (29)
bottled beer,bottled water,other vegetables (41)
bottled beer,bottled water,whole milk (60)
bottled beer,tropical fruit (81)
bottled beer,tropical fruit,soda (27)
bottled beer,tropical fruit,other vegetables (32)
bottled beer,tropical fruit,whole milk (31)
bottled beer,root vegetables (95)
bottled beer,root vegetables,other vegetables (42)
bottled beer,root vegetables,whole milk (39)
bottled beer,soda (167)
bottled beer,soda,rolls/buns (29)
bottled beer,soda,other vegetables (40)
bottled beer,soda,whole milk (36)
bottled beer,yogurt (91)
bottled beer,yogurt,other vegetables (36)
bottled beer,yogurt,other vegetables,whole milk (26)
bottled beer,yogurt,whole milk (51)
bottled beer,rolls/buns (134)
bottled beer,rolls/buns,other vegetables (40)
bottled beer,rolls/buns,whole milk (53)
bottled beer,other vegetables (159)
bottled beer,other vegetables,whole milk (75)
bottled beer,whole milk (201)
brown bread (638)
brown bread,margarine (64)
brown bread,margarine,whole milk (30)
brown bread,butter (57)
brown bread,butter,whole milk (29)
brown bread,newspapers (75)
brown bread,newspapers,whole milk (40)
brown bread,domestic eggs (67)
brown bread,domestic eggs,other vegetables (25)
brown bread,domestic eggs,whole milk (40)
brown bread,fruit/vegetable juice (82)
brown bread,fruit/vegetable juice,tropical fruit (25)
brown bread,fruit/vegetable juice,yogurt (29)
brown bread,fruit/vegetable juice,other vegetables (34)
brown bread,fruit/vegetable juice,whole milk (38)
brown bread,whipped/sour cream (46)
brown bread,whipped/sour cream,other vegetables (30)
brown bread,pip fruit (75)
brown bread,pip fruit,yogurt (26)
brown bread,pip fruit,other vegetables (37)
brown bread,pip fruit,whole milk (36)
brown bread,pastry (95)
brown bread,pastry,yogurt (30)
brown bread,pastry,other vegetables (33)
brown bread,pastry,whole milk (47)
brown bread,citrus fruit (82)
brown bread,citrus fruit,tropical fruit (25)
brown bread,citrus fruit,root vegetables (25)
brown bread,citrus fruit,yogurt (29)
brown bread,citrus fruit,other vegetables (34)
brown bread,citrus fruit,whole milk (36)
brown bread,shopping bags (91)
brown bread,shopping bags,soda (30)
brown bread,shopping bags,other vegetables (30)
brown bread,shopping bags,whole milk (35)
brown bread,sausage (105)
brown bread,sausage,soda (26)
brown bread,sausage,yogurt (38)
brown bread,sausage,rolls/buns (27)
brown bread,sausage,other vegetables (44)
brown bread,sausage,whole milk (44)
brown bread,bottled water (81)
brown bread,bottled water,soda (27)
brown bread,bottled water,other vegetables (26)
brown bread,bottled water,whole milk (27)
brown bread,tropical fruit (105)
brown bread,tropical fruit,root vegetables (26)
brown bread,tropical fruit,yogurt (39)
brown bread,tropical fruit,other vegetables (41)
brown bread,tropical fruit,other vegetables,whole milk (26)
brown bread,tropical fruit,whole milk (56)
brown bread,root vegetables (100)
brown bread,root vegetables,yogurt (32)
brown bread,root vegetables,other vegetables (40)
brown bread,root vegetables,other vegetables,whole milk (31)
brown bread,root vegetables,whole milk (56)
brown bread,soda (124)
brown bread,soda,yogurt (31)
brown bread,soda,rolls/buns (29)
brown bread,soda,other vegetables (41)
brown bread,soda,other vegetables,whole milk (25)
brown bread,soda,whole milk (50)
brown bread,yogurt (143)
brown bread,yogurt,rolls/buns (31)
brown bread,yogurt,other vegetables (51)
brown bread,yogurt,other vegetables,whole milk (28)
brown bread,yogurt,whole milk (70)
brown bread,rolls/buns (124)
brown bread,rolls/buns,other vegetables (40)
brown bread,rolls/buns,whole milk (52)
brown bread,other vegetables (184)
brown bread,other vegetables,whole milk (92)
brown bread,whole milk (248)
margarine (576)
margarine,butter (66)
margarine,butter,other vegetables (35)
margarine,butter,whole milk (30)
margarine,newspapers (70)
margarine,newspapers,whole milk (31)
margarine,domestic eggs (82)
margarine,domestic eggs,root vegetables (25)
margarine,domestic eggs,other vegetables (39)
margarine,domestic eggs,whole milk (51)
margarine,fruit/vegetable juice (61)
margarine,fruit/vegetable juice,other vegetables (25)
margarine,fruit/vegetable juice,whole milk (33)
margarine,whipped/sour cream (67)
margarine,whipped/sour cream,yogurt (31)
margarine,whipped/sour cream,other vegetables (34)
margarine,whipped/sour cream,whole milk (40)
margarine,pip fruit (84)
margarine,pip fruit,root vegetables (28)
margarine,pip fruit,yogurt (26)
margarine,pip fruit,other vegetables (35)
margarine,pip fruit,whole milk (39)
margarine,pastry (67)
margarine,pastry,yogurt (25)
margarine,pastry,whole milk (35)
margarine,citrus fruit (78)
margarine,citrus fruit,yogurt (26)
margarine,citrus fruit,other vegetables (25)
margarine,citrus fruit,whole milk (29)
margarine,shopping bags (56)
margarine,shopping bags,whole milk (25)
margarine,sausage (70)
margarine,sausage,rolls/buns (28)
margarine,sausage,whole milk (33)
margarine,bottled water (101)
margarine,bottled water,root vegetables (28)
margarine,bottled water,yogurt (35)
margarine,bottled water,rolls/buns (35)
margarine,bottled water,other vegetables (34)
margarine,bottled water,whole milk (49)
margarine,tropical fruit (92)
margarine,tropical fruit,yogurt (40)
margarine,tropical fruit,rolls/buns (29)
margarine,tropical fruit,other vegetables (39)
margarine,tropical fruit,whole milk (44)
margarine,root vegetables (109)
margarine,root vegetables,yogurt (34)
margarine,root vegetables,rolls/buns (28)
margarine,root vegetables,other vegetables (58)
margarine,root vegetables,other vegetables,whole milk (32)
margarine,root vegetables,whole milk (49)
margarine,soda (100)
margarine,soda,yogurt (28)
margarine,soda,rolls/buns (31)
margarine,soda,other vegetables (26)
margarine,soda,whole milk (37)
margarine,yogurt (140)
margarine,yogurt,rolls/buns (45)
margarine,yogurt,rolls/buns,whole milk (26)
margarine,yogurt,other vegetables (56)
margarine,yogurt,other vegetables,whole milk (31)
margarine,yogurt,whole milk (69)
margarine,rolls/buns (145)
margarine,rolls/buns,other vegetables (51)
margarine,rolls/buns,other vegetables,whole milk (31)
margarine,rolls/buns,whole milk (78)
margarine,other vegetables (194)
margarine,other vegetables,whole milk (91)
margarine,whole milk (238)
butter (545)
butter,newspapers (57)
butter,newspapers,whole milk (31)
butter,domestic eggs (95)
butter,domestic eggs,root vegetables (32)
butter,domestic eggs,yogurt (29)
butter,domestic eggs,rolls/buns (25)
butter,domestic eggs,other vegetables (45)
butter,domestic eggs,other vegetables,whole milk (30)
butter,domestic eggs,whole milk (59)
butter,fruit/vegetable juice (79)
butter,fruit/vegetable juice,tropical fruit (25)
butter,fruit/vegetable juice,yogurt (35)
butter,fruit/vegetable juice,other vegetables (33)
butter,fruit/vegetable juice,whole milk (41)
butter,whipped/sour cream (100)
butter,whipped/sour cream,sausage (25)
butter,whipped/sour cream,tropical fruit (30)
butter,whipped/sour cream,root vegetables (34)
butter,whipped/sour cream,root vegetables,whole milk (26)
butter,whipped/sour cream,yogurt (38)
butter,whipped/sour cream,yogurt,whole milk (26)
butter,whipped/sour cream,rolls/buns (27)
butter,whipped/sour cream,other vegetables (57)
butter,whipped/sour cream,other vegetables,whole milk (39)
butter,whipped/sour cream,whole milk (66)
butter,pip fruit (72)
butter,pip fruit,other vegetables (40)
butter,pip fruit,other vegetables,whole milk (27)
butter,pip fruit,whole milk (44)
butter,pastry (75)
butter,pastry,other vegetables (38)
butter,pastry,whole milk (39)
butter,citrus fruit (90)
butter,citrus fruit,root vegetables (26)
butter,citrus fruit,yogurt (30)
butter,citrus fruit,other vegetables (45)
butter,citrus fruit,other vegetables,whole milk (29)
butter,citrus fruit,whole milk (50)
butter,shopping bags (49)
butter,sausage (85)
butter,sausage,yogurt (25)
butter,sausage,other vegetables (38)
butter,sausage,whole milk (47)
butter,bottled water (88)
butter,bottled water,root vegetables (33)
butter,bottled water,other vegetables (36)
butter,bottled water,other vegetables,whole milk (26)
butter,bottled water,whole milk (53)
butter,tropical fruit (98)
butter,tropical fruit,root vegetables (35)
butter,tropical fruit,yogurt (45)
butter,tropical fruit,yogurt,other vegetables (30)
butter,tropical fruit,yogurt,whole milk (33)
butter,tropical fruit,rolls/buns (25)
butter,tropical fruit,other vegetables (54)
butter,tropical fruit,other vegetables,whole milk (33)
butter,tropical fruit,whole milk (61)
butter,root vegetables (127)
butter,root vegetables,yogurt (38)
butter,root vegetables,yogurt,whole milk (30)
butter,root vegetables,rolls/buns (38)
butter,root vegetables,other vegetables (65)
butter,root vegetables,other vegetables,whole milk (41)
butter,root vegetables,whole milk (81)
butter,soda (87)
butter,soda,rolls/buns (25)
butter,soda,other vegetables (35)
butter,soda,whole milk (30)
butter,yogurt (144)
butter,yogurt,rolls/buns (44)
butter,yogurt,rolls/buns,whole milk (25)
butter,yogurt,other vegetables (63)
butter,yogurt,other vegetables,whole milk (43)
butter,yogurt,whole milk (92)
butter,rolls/buns (132)
butter,rolls/buns,other vegetables (56)
butter,rolls/buns,other vegetables,whole milk (28)
butter,rolls/buns,whole milk (65)
butter,other vegetables (197)
butter,other vegetables,whole milk (113)
butter,whole milk (271)
newspapers (785)
newspapers,domestic eggs (68)
newspapers,domestic eggs,whole milk (29)
newspapers,fruit/vegetable juice (81)
newspapers,whipped/sour cream (71)
newspapers,whipped/sour cream,yogurt (27)
newspapers,whipped/sour cream,other vegetables (32)
newspapers,whipped/sour cream,whole milk (28)
newspapers,pip fruit (66)
newspapers,pip fruit,whole milk (26)
newspapers,pastry (83)
newspapers,pastry,rolls/buns (29)
newspapers,pastry,whole milk (38)
newspapers,citrus fruit (82)
newspapers,citrus fruit,yogurt (26)
newspapers,citrus fruit,other vegetables (37)
newspapers,citrus fruit,whole milk (33)
newspapers,shopping bags (68)
newspapers,sausage (79)
newspapers,sausage,yogurt (28)
newspapers,sausage,rolls/buns (30)
newspapers,sausage,other vegetables (33)
newspapers,sausage,whole milk (30)
newspapers,bottled water (111)
newspapers,bottled water,tropical fruit (28)
newspapers,bottled water,soda (35)
newspapers,bottled water,yogurt (32)
newspapers,bottled water,rolls/buns (38)
newspapers,bottled water,other vegetables (33)
newspapers,bottled water,whole milk (40)
newspapers,tropical fruit (116)
newspapers,tropical fruit,root vegetables (32)
newspapers,tropical fruit,soda (25)
newspapers,tropical fruit,yogurt (42)
newspapers,tropical fruit,rolls/buns (41)
newspapers,tropical fruit,other vegetables (42)
newspapers,tropical fruit,whole milk (50)
newspapers,root vegetables (113)
newspapers,root vegetables,soda (27)
newspapers,root vegetables,yogurt (33)
newspapers,root vegetables,rolls/buns (31)
newspapers,root vegetables,other vegetables (59)
newspapers,root vegetables,other vegetables,whole milk (30)
newspapers,root vegetables,whole milk (57)
newspapers,soda (144)
newspapers,soda,yogurt (42)
newspapers,soda,rolls/buns (40)
newspapers,soda,other vegetables (49)
newspapers,soda,other vegetables,whole milk (25)
newspapers,soda,whole milk (47)
newspapers,yogurt (151)
newspapers,yogurt,rolls/buns (50)
newspapers,yogurt,rolls/buns,whole milk (26)
newspapers,yogurt,other vegetables (55)
newspapers,yogurt,other vegetables,whole milk (28)
newspapers,yogurt,whole milk (65)
newspapers,rolls/buns (194)
newspapers,rolls/buns,other vegetables (54)
newspapers,rolls/buns,other vegetables,whole milk (28)
newspapers,rolls/buns,whole milk (75)
newspapers,other vegetables (190)
newspapers,other vegetables,whole milk (82)
newspapers,whole milk (269)
domestic eggs (624)
domestic eggs,fruit/vegetable juice (79)
domestic eggs,fruit/vegetable juice,root vegetables (25)
domestic eggs,fruit/vegetable juice,yogurt (25)
domestic eggs,fruit/vegetable juice,other vegetables (34)
domestic eggs,fruit/vegetable juice,whole milk (47)
domestic eggs,whipped/sour cream (98)
domestic eggs,whipped/sour cream,root vegetables (33)
domestic eggs,whipped/sour cream,yogurt (35)
domestic eggs,whipped/sour cream,rolls/buns (25)
domestic eggs,whipped/sour cream,other vegetables (50)
domestic eggs,whipped/sour cream,other vegetables,whole milk (35)
domestic eggs,whipped/sour cream,whole milk (56)
domestic eggs,pip fruit (85)
domestic eggs,pip fruit,root vegetables (26)
domestic eggs,pip fruit,yogurt (26)
domestic eggs,pip fruit,other vegetables (39)
domestic eggs,pip fruit,other vegetables,whole milk (26)
domestic eggs,pip fruit,whole milk (53)
domestic eggs,pastry (89)
domestic eggs,pastry,rolls/buns (29)
domestic eggs,pastry,other vegetables (40)
domestic eggs,pastry,whole milk (41)
domestic eggs,citrus fruit (102)
domestic eggs,citrus fruit,yogurt (29)
domestic eggs,citrus fruit,other vegetables (44)
domestic eggs,citrus fruit,other vegetables,whole milk (28)
domestic eggs,citrus fruit,whole milk (56)
domestic eggs,shopping bags (89)
domestic eggs,shopping bags,soda (31)
domestic eggs,shopping bags,rolls/buns (25)
domestic eggs,shopping bags,other vegetables (34)
domestic eggs,shopping bags,whole milk (41)
domestic eggs,sausage (94)
domestic eggs,sausage,soda (31)
domestic eggs,sausage,rolls/buns (35)
domestic eggs,sausage,other vegetables (37)
domestic eggs,sausage,whole milk (44)
domestic eggs,bottled water (90)
domestic eggs,bottled water,soda (28)
domestic eggs,bottled water,yogurt (28)
domestic eggs,bottled water,rolls/buns (31)
domestic eggs,bottled water,other vegetables (40)
domestic eggs,bottled water,whole milk (48)
domestic eggs,tropical fruit (112)
domestic eggs,tropical fruit,root vegetables (35)
domestic eggs,tropical fruit,root vegetables,whole milk (27)
domestic eggs,tropical fruit,soda (29)
domestic eggs,tropical fruit,yogurt (42)
domestic eggs,tropical fruit,yogurt,whole milk (29)
domestic eggs,tropical fruit,rolls/buns (25)
domestic eggs,tropical fruit,other vegetables (47)
domestic eggs,tropical fruit,other vegetables,whole milk (30)
domestic eggs,tropical fruit,whole milk (68)
domestic eggs,root vegetables (141)
domestic eggs,root vegetables,soda (27)
domestic eggs,root vegetables,yogurt (36)
domestic eggs,root vegetables,yogurt,whole milk (25)
domestic eggs,root vegetables,rolls/buns (26)
domestic eggs,root vegetables,other vegetables (72)
domestic eggs,root vegetables,other vegetables,whole milk (45)
domestic eggs,root vegetables,whole milk (84)
domestic eggs,soda (122)
domestic eggs,soda,yogurt (25)
domestic eggs,soda,rolls/buns (34)
domestic eggs,soda,other vegetables (50)
domestic eggs,soda,other vegetables,whole milk (25)
domestic eggs,soda,whole milk (51)
domestic eggs,yogurt (141)
domestic eggs,yogurt,rolls/buns (42)
domestic eggs,yogurt,other vegetables (57)
domestic eggs,yogurt,other vegetables,whole milk (33)
domestic eggs,yogurt,whole milk (76)
domestic eggs,rolls/buns (154)
domestic eggs,rolls/buns,other vegetables (58)
domestic eggs,rolls/buns,other vegetables,whole milk (27)
domestic eggs,rolls/buns,whole milk (65)
domestic eggs,other vegetables (219)
domestic eggs,other vegetables,whole milk (121)
domestic eggs,whole milk (295)
fruit/vegetable juice (711)
fruit/vegetable juice,whipped/sour cream (89)
fruit/vegetable juice,whipped/sour cream,root vegetables (28)
fruit/vegetable juice,whipped/sour cream,yogurt (38)
fruit/vegetable juice,whipped/sour cream,other vegetables (42)
fruit/vegetable juice,whipped/sour cream,whole milk (44)
fruit/vegetable juice,pip fruit (94)
fruit/vegetable juice,pip fruit,tropical fruit (31)
fruit/vegetable juice,pip fruit,root vegetables (26)
fruit/vegetable juice,pip fruit,soda (25)
fruit/vegetable juice,pip fruit,yogurt (35)
fruit/vegetable juice,pip fruit,other vegetables (43)
fruit/vegetable juice,pip fruit,whole milk (47)
fruit/vegetable juice,pastry (84)
fruit/vegetable juice,pastry,yogurt (32)
fruit/vegetable juice,pastry,other vegetables (28)
fruit/vegetable juice,pastry,whole milk (42)
fruit/vegetable juice,citrus fruit (102)
fruit/vegetable juice,citrus fruit,tropical fruit (39)
fruit/vegetable juice,citrus fruit,root vegetables (34)
fruit/vegetable juice,citrus fruit,soda (33)
fruit/vegetable juice,citrus fruit,yogurt (33)
fruit/vegetable juice,citrus fruit,other vegetables (47)
fruit/vegetable juice,citrus fruit,other vegetables,whole milk (25)
fruit/vegetable juice,citrus fruit,whole milk (42)
fruit/vegetable juice,shopping bags (105)
fruit/vegetable juice,shopping bags,soda (35)
fruit/vegetable juice,shopping bags,yogurt (30)
fruit/vegetable juice,shopping bags,other vegetables (28)
fruit/vegetable juice,shopping bags,whole milk (37)
fruit/vegetable juice,sausage (99)
fruit/vegetable juice,sausage,soda (29)
fruit/vegetable juice,sausage,yogurt (28)
fruit/vegetable juice,sausage,rolls/buns (26)
fruit/vegetable juice,sausage,other vegetables (34)
fruit/vegetable juice,sausage,whole milk (48)
fruit/vegetable juice,bottled water (140)
fruit/vegetable juice,bottled water,tropical fruit (29)
fruit/vegetable juice,bottled water,root vegetables (28)
fruit/vegetable juice,bottled water,soda (51)
fruit/vegetable juice,bottled water,yogurt (43)
fruit/vegetable juice,bottled water,rolls/buns (33)
fruit/vegetable juice,bottled water,other vegetables (40)
fruit/vegetable juice,bottled water,whole milk (57)
fruit/vegetable juice,tropical fruit (135)
fruit/vegetable juice,tropical fruit,root vegetables (32)
fruit/vegetable juice,tropical fruit,root vegetables,other vegetables (25)
fruit/vegetable juice,tropical fruit,soda (33)
fruit/vegetable juice,tropical fruit,yogurt (48)
fruit/vegetable juice,tropical fruit,yogurt,other vegetables (28)
fruit/vegetable juice,tropical fruit,yogurt,whole milk (27)
fruit/vegetable juice,tropical fruit,rolls/buns (29)
fruit/vegetable juice,tropical fruit,other vegetables (65)
fruit/vegetable juice,tropical fruit,other vegetables,whole milk (32)
fruit/vegetable juice,tropical fruit,whole milk (59)
fruit/vegetable juice,root vegetables (118)
fruit/vegetable juice,root vegetables,soda (33)
fruit/vegetable juice,root vegetables,yogurt (34)
fruit/vegetable juice,root vegetables,yogurt,whole milk (25)
fruit/vegetable juice,root vegetables,rolls/buns (25)
fruit/vegetable juice,root vegetables,other vegetables (65)
fruit/vegetable juice,root vegetables,other vegetables,whole milk (39)
fruit/vegetable juice,root vegetables,whole milk (64)
fruit/vegetable juice,soda (181)
fruit/vegetable juice,soda,yogurt (50)
fruit/vegetable juice,soda,rolls/buns (39)
fruit/vegetable juice,soda,other vegetables (44)
fruit/vegetable juice,soda,other vegetables,whole milk (27)
fruit/vegetable juice,soda,whole milk (60)
fruit/vegetable juice,yogurt (184)
fruit/vegetable juice,yogurt,rolls/buns (37)
fruit/vegetable juice,yogurt,other vegetables (81)
fruit/vegetable juice,yogurt,other vegetables,whole milk (50)
fruit/vegetable juice,yogurt,whole milk (93)
fruit/vegetable juice,rolls/buns (143)
fruit/vegetable juice,rolls/buns,other vegetables (43)
fruit/vegetable juice,rolls/buns,whole milk (55)
fruit/vegetable juice,other vegetables (207)
fruit/vegetable juice,other vegetables,whole milk (103)
fruit/vegetable juice,whole milk (262)
whipped/sour cream (705)
whipped/sour cream,pip fruit (91)
whipped/sour cream,pip fruit,tropical fruit (37)
whipped/sour cream,pip fruit,tropical fruit,other vegetables (27)
whipped/sour cream,pip fruit,root vegetables (30)
whipped/sour cream,pip fruit,yogurt (36)
whipped/sour cream,pip fruit,other vegetables (55)
whipped/sour cream,pip fruit,other vegetables,whole milk (36)
whipped/sour cream,pip fruit,whole milk (59)
whipped/sour cream,pastry (74)
whipped/sour cream,pastry,yogurt (27)
whipped/sour cream,pastry,other vegetables (41)
whipped/sour cream,pastry,whole milk (41)
whipped/sour cream,citrus fruit (107)
whipped/sour cream,citrus fruit,tropical fruit (31)
whipped/sour cream,citrus fruit,root vegetables (33)
whipped/sour cream,citrus fruit,yogurt (45)
whipped/sour cream,citrus fruit,yogurt,whole milk (27)
whipped/sour cream,citrus fruit,rolls/buns (28)
whipped/sour cream,citrus fruit,other vegetables (56)
whipped/sour cream,citrus fruit,other vegetables,whole milk (36)
whipped/sour cream,citrus fruit,whole milk (62)
whipped/sour cream,shopping bags (78)
whipped/sour cream,shopping bags,other vegetables (36)
whipped/sour cream,shopping bags,whole milk (26)
whipped/sour cream,sausage (89)
whipped/sour cream,sausage,yogurt (35)
whipped/sour cream,sausage,other vegetables (48)
whipped/sour cream,sausage,other vegetables,whole milk (29)
whipped/sour cream,sausage,whole milk (50)
whipped/sour cream,bottled water (86)
whipped/sour cream,bottled water,tropical fruit (26)
whipped/sour cream,bottled water,yogurt (30)
whipped/sour cream,bottled water,other vegetables (38)
whipped/sour cream,bottled water,whole milk (43)
whipped/sour cream,tropical fruit (136)
whipped/sour cream,tropical fruit,root vegetables (45)
whipped/sour cream,tropical fruit,root vegetables,other vegetables (33)
whipped/sour cream,tropical fruit,root vegetables,whole milk (27)
whipped/sour cream,tropical fruit,soda (27)
whipped/sour cream,tropical fruit,yogurt (61)
whipped/sour cream,tropical fruit,yogurt,other vegetables (35)
whipped/sour cream,tropical fruit,yogurt,whole milk (43)
whipped/sour cream,tropical fruit,rolls/buns (34)
whipped/sour cream,tropical fruit,other vegetables (77)
whipped/sour cream,tropical fruit,other vegetables,whole milk (44)
whipped/sour cream,tropical fruit,whole milk (78)
whipped/sour cream,root vegetables (168)
whipped/sour cream,root vegetables,soda (25)
whipped/sour cream,root vegetables,yogurt (63)
whipped/sour cream,root vegetables,yogurt,other vegetables (34)
whipped/sour cream,root vegetables,yogurt,whole milk (36)
whipped/sour cream,root vegetables,rolls/buns (43)
whipped/sour cream,root vegetables,rolls/buns,other vegetables (25)
whipped/sour cream,root vegetables,rolls/buns,whole milk (28)
whipped/sour cream,root vegetables,other vegetables (84)
whipped/sour cream,root vegetables,other vegetables,whole milk (51)
whipped/sour cream,root vegetables,whole milk (93)
whipped/sour cream,soda (114)
whipped/sour cream,soda,yogurt (40)
whipped/sour cream,soda,rolls/buns (31)
whipped/sour cream,soda,other vegetables (48)
whipped/sour cream,soda,other vegetables,whole milk (28)
whipped/sour cream,soda,whole milk (54)
whipped/sour cream,yogurt (204)
whipped/sour cream,yogurt,rolls/buns (47)
whipped/sour cream,yogurt,rolls/buns,whole milk (30)
whipped/sour cream,yogurt,other vegetables (100)
whipped/sour cream,yogurt,other vegetables,whole milk (55)
whipped/sour cream,yogurt,whole milk (107)
whipped/sour cream,rolls/buns (144)
whipped/sour cream,rolls/buns,other vegetables (66)
whipped/sour cream,rolls/buns,other vegetables,whole milk (37)
whipped/sour cream,rolls/buns,whole milk (77)
whipped/sour cream,other vegetables (284)
whipped/sour cream,other vegetables,whole milk (144)
whipped/sour cream,whole milk (317)
pip fruit (744)
pip fruit,pastry (105)
pip fruit,pastry,sausage (25)
pip fruit,pastry,tropical fruit (37)
pip fruit,pastry,yogurt (35)
pip fruit,pastry,rolls/buns (27)
pip fruit,pastry,other vegetables (46)
pip fruit,pastry,other vegetables,whole milk (25)
pip fruit,pastry,whole milk (50)
pip fruit,citrus fruit (136)
pip fruit,citrus fruit,shopping bags (26)
pip fruit,citrus fruit,tropical fruit (55)
pip fruit,citrus fruit,tropical fruit,other vegetables (28)
pip fruit,citrus fruit,root vegetables (38)
pip fruit,citrus fruit,root vegetables,other vegetables (26)
pip fruit,citrus fruit,yogurt (32)
pip fruit,citrus fruit,other vegetables (58)
pip fruit,citrus fruit,other vegetables,whole milk (28)
pip fruit,citrus fruit,whole milk (51)
pip fruit,shopping bags (92)
pip fruit,shopping bags,tropical fruit (32)
